,Caption,np,judge
1445,"📍Northlink coffee&tea Tachikawa stage garden-` 期間限定 ̖́- 2023.8.15~Mango lassi nata de coco ¥730Free WiFi / AC power outlet Available🔌　Tachikawa Stage Garden-〒190-0014 Tokyo, Tachikawa, Midoricho, 3−3 N1-8:30open - 20:00close",-0.6093025,n
1626,🌹.2023.9.6(水)…①今年も、彼女と一緒に人間ドック🏥胃カメラ…鼻からでもやっぱり苦しい😭終れば🙌🎵先ずは、頂いたご利用券を使って😊#CAFEdeCRIE#トーストサンドモーニング#ハムタマゴ#アールグレイティー早めのランチ😋やっとホッと出来たぁ😌#カフェドクリエ #クリエ #カフェ#モーニングセット #紅茶#トーストサンド #サンドイッチ#名古屋モーニング #名古屋ランチ#カフェモーニング #カフェランチ#日々の記録 #日々のこと,-0.6081490833333333,n
735,おやつタイムの報告するのすっかり忘れてた！ハニージンジャーチャイ🍯と、たべっこどうぶつチーズ味🐏🦌でおやつタイムしました！意外と味しっかりしているのでチャイとも合います🙆‍♀️#たべっ子どうぶつ #チャイ　#おやつタイム　#紅茶,-0.607951090909091,n
928,手の平サイズのキューブ型🐈‍⬛「Trick or Tea！」甘ぁいお菓子のプレゼントもいいけれど、ちょっと趣向をかえて。甘ぁいお菓子にぴったりの和紅茶をプレゼントしてみるのはいかがでしょうか？【ごえん茶】ハロウィン箱茶｜黒猫｜和紅茶ティーバッグhttps://seihoudou.cart.fc2.com/ca31/1068/p-r-s/#お茶　#ハロウィン　#紅茶　#黒猫,-0.6022445681818184,n
919,⁡⁡.⁡⁡さんかく 𝘱𝘢𝘤𝘬𝘢𝘨𝘦 △ △ △ 𓅰⁡𓈒𓈒⁡誠に申し訳ありませんが、お菓子のレシピ・作り方、器具や備品・包材関係などのご質問にはお答えできませんのでご遠慮ください🙇🏻‍♀⁡⁡⁡⁡#vagentillhavet #vagentillhavet焼き菓子#ヴェーゲンティルハーベット#焼菓子#焼き菓子#海への道#焼き菓子詰め合わせ#焼き菓子地方発送#レモンケーキ#レモン#lemon#lemoncake#パッケージ#カフェ#ケーキ#クッキー#cake#cafe#coffee#コーヒー#紅茶#tea#ティータイム#patissiere#patisserie#パティシエ#instasweets#焼き菓子のある暮らし#淡路島#淡路島焼き菓子,-0.6017747931034483,n
694,".桃氷　1,200円苺ミルク氷　1,100円　バター＆ハニーのパンケーキ　900円　ブレンド　500円アイスオレンジペコ　500円　　雪ノ下 池袋03-3987-4833東京都豊島区東池袋1-35-3 池袋センタービル B1Fhttps://tabelog.com/tokyo/A1305/A130501/13246746/　　#かき氷#桃氷#苺ミルク氷#バターアンドハニーのパンケーキ#パンケーキ#ブレンド#コーヒー#アイスオレンジペコ#オレンジペコ#アイスティー#紅茶#雪ノ下池袋#雪ノ下#池袋#池袋駅",-0.600138388888889,n
129,昨日9月3日　日曜日プリン作りました🍮お茶時間に皆んなでいただきました🍮#手作りプリン🍮#アイスティー　残りの茶葉　ダージリンサ　マーゴールド　ロイヤルア　ッサム　ルイボスクリーム　オレンジ　の寄せ集めブレ　ンドアイスティー🫖🙃ちょっと前の日曜日の　　お茶時間🫖#紅茶#ダージリン#京都＃然花抄院＃然かすてら　京都産卵　黄身の味こい　ねっとりとろけるような　かすてら　紙焼きの薄い　かすてらです8月30日の夕食#さんま塩焼き　初さんまです　*･゜ﾟ･*:.｡..｡.:*･゜さんま　さんま　さんまは苦いか塩っぱいか*･゜ﾟ･*:.｡..｡.:佐藤春夫の歌にありますが*･゜ﾟ･*:.｡..｡.:苦くて塩っぱかったです^_^＃ナスの挟み揚げ#きのこのマリネ#タコのカルパッチョ🐙9月1日の夕食＃マーボー豆腐#モロヘイヤお浸し#冬瓜のカニあんかけ＃ナス揚げ浸し,-0.5997482399999999,n
98,"安吉白茶晴れ☀️かと思うと、灰色の大きな雲が。青い空と白い雲の場所と、濃い灰色の雲の箇所の差がすごい。なんだかこわい空😆昨日の雨はなんだかよかった。このこわさは畏怖なのかな2023.9.5🦋茶葉販売現在中国茶を中心に販売中。🦋初心者向け淹れ方講座随時開催中、一対一です。🫖【オンラインショップ】tea_awake.jp プロフィール欄からご来店下さいませ😊DMからでもご購入いただけます。よろしくお願いいたします。🫖【オンラインメニュー】zoomまたはmeetで行います。簡単な初心者向けのお茶教室、茶話会も開催中です。茶話会は癒しを得たい方、元気を出したい方におすすめです。大変化の時代を一緒に乗り越えましょう✨🙌ご興味のある方はDMにご連絡下さい。ご質問もお気軽に。直接対面でのお茶教室,茶話会はレンタルルームで行っています。#お茶#茶#tea#中国茶#台湾茶#日本茶#紅茶#teatime#楽しむ時間#リラックス#瞑想#meditation#floweroflife#共生#感謝#teaawaken",-0.5983423842857142,n
437,本日の熱海は『曇り☁』です！本日から３日間は【新発売】溶かすだけで、簡単に茶葉をまるごと味わえる『粉末茶🌿』のご紹介です！第一弾は📍『川根茶の粉末緑茶』が新発売です！お湯🍵や冷水🧊で溶かすだけで、本格的なお茶が楽しめます！茶殻がでないので、とても便利です！『お茶割り』にもおすすめの一品です！下記の3種類の粉末茶が新発売です！ 🔵『川根茶の粉末 緑茶』 🔵『川根茶の粉末 ほうじ茶』 🔵『川根茶の粉末 抹茶入り玄米茶茶』🌟🌟🌟🌟🌟📍ネットショップでも販売中です！お茶のご注文はプロフィールのURL(ネットショップ)又はお電話より、お願い致します！⬇プロフィール欄にいきます！chasen_atami⬇お電話でもご注文承ってます！☎09074249605🌟🌟🌟🌟🌟✼••┈┈┈┈••✼••┈┈┈┈••✼🍃静岡茶専門店　茶千🍃　🏠熱海店　〒413-0019　静岡県　熱海市咲見町7-48　☎0557-83-1919　🏠湯河原店　〒259-0301　神奈川県　足柄下郡湯河原町中央2-18-18　☎0462-62-8901　🏠茶千　ネットショップ　URL：https://cha-sen.stores.jp/　⬇プロフィール欄にいきます！　chasen_atami　⬇お電話でもご注文承ってます！　☎09074249605✼••┈┈┈┈••✼••┈┈┈┈••✼#茶千 #熱海茶千 #茶千熱海 #熱海 #熱海旅行 #湯河原 #静岡 #伊豆 #静岡茶 #日本茶 #お茶 #ぐり茶 #抹茶入り玄米茶 #掛川茶 #川根茶 #玉緑茶 #抹茶 #抹茶ラテ #和紅茶 #紅茶 #アイスティー #日本茶インストラクター #ティーバッグ #お茶漬け #お茶割り #粉末茶 #粉末緑茶,-0.598081492222222,n
1668,まだバケーション気分のシロワール様#しろたん #シロワール #ルピシア #紅茶 #夏休み,-0.597317,n
1645,#おうちごはん #自炊#作り置き#今日の朝ごはん #朝ごはん#朝食#米粉#おからパウダー#おから蒸しパン#米粉蒸しパン#オートミール#紅茶#蒸しパン#味噌汁#回鍋肉#料理好きな人と繋がりたい ・紅茶米粉おから蒸しパン・キャベツとエリンギの味噌汁・豚こまと茄子の回鍋肉おはようございます今朝は蒸しパンにベーキングパウダーを入れ忘れ、ちょっと失敗してしまいました💦（全然膨らんでません笑）,-0.5962885526315788,n
1697,#午後の#ティタイム#紅茶#タルト#いつもの場所#ポンパドール#おいし～い愛知#新城市大好きな喫茶店で気分転換自分になれる。ありがとう,-0.593808,n
1027,こんにちは♪ロンネフェルト松江です！台風の影響もあってか、最近短時間の豪雨がすごかったですね😮今のところ松江市内は快晴の様子です☀️皆さまも急な天候の変化にはお気をつけくださいね本日はお試しサイズ茶葉のお知らせです！当店では基本的に50gや100gと決まった量で販売をしておりますが、一部おすすめ茶葉をお試しサイズにて販売しております🙌🏻『気にはなるけど、好みの味かわからない…』『少量買って試してみたい…』という方に大変おすすめです！詳しくはスタッフにお声掛けくださいませ！皆さまのご来店を心よりお待ちしております😊❣️#ロンネフェルト #ロンネフェルトティーブティック松江 #ロンネフェルト紅茶 #紅茶専門店 #紅茶 #紅茶のある暮らし #スタッフおすすめ #茶葉 #お試し #島根 #松江 #山陰,-0.5928583634146343,n
1299,⁡⁡.⁡⁡ 𓏸 𓈒 𓅿 𓂃 v  ä  g  e  n  t  i  l  l  h  a  v  e  t .  𓂂 𓏸 ◌ 𓇬⁡⁡小さな小さな作業場ですが、生地を作ったり焼いたり包装したりペーパークラフトしたり…⁡⁡自分のやり方で表現できる場所 ー⁡自分のやり方で作っていく 𓆝 𓇢 𓂃⁡𓈒𓈒𓈒𓈒⁡誠に申し訳ありませんが、お菓子のレシピ・作り方、器具や備品・包材関係などのご質問にはお答えできませんのでご遠慮ください🙇🏻‍♀⁡⁡⁡⁡#vagentillhavet #vagentillhavet焼き菓子#ヴェーゲンティルハーベット#焼菓子#焼き菓子#海への道#焼き菓子詰め合わせ#焼き菓子地方発送#レモンケーキ#レモン#lemon#ペーパークラフト#カフェ#ケーキ#クッキー#cake#cafe#coffee#コーヒー#紅茶#tea#ティータイム#patissiere#patisserie#パティシエ#instasweets#焼き菓子のある暮らし#淡路島#淡路島焼き菓子,-0.5909510833333333,n
1413,雨の日にレモンティーはいかが?#レモン#レモンティー#アイスティー#icedtea #icedlemontea #tea#紅茶#中原めいこ #恋の余韻#ねこ#ぬこ#にゃんこ#ぬこすたぐらむ #ねこ部#白茶#茶白猫 #cat#cats#catofinstagram #catstagram#9月#雨#rainyday#おうちカフェ #おうちねこカフェ,-0.5900453846153846,n
375,こんにちは○ここで皆さんにクイズです！チャロチャロチャイブレイクのチャイ1杯には、どれくらいの茶葉が使われてると思いますか？当店のチャイにはスリランカの「ディンブラ」という茶葉をたっぷり使用して濃厚なミルクティーを煮出しています。クイズの答えが気になる方はぜひお店にいらして下さい♪　#chalochalochaibreak#chaibreak#chai#チャロチャロチャイブレイク#チャイブレイク#吉祥寺#吉祥寺カフェ#吉祥寺グルメ井の頭公園#散歩#紅茶専門店#ティースタンド#紅茶#チャイ#スリランカ#ディンブラ,-0.5889442944444444,n
1389,Can’t believe that heatwave comes in September!  So excited!#breakfast #marimekko #tea #紅茶 #早餐 #朝食 #朝ごはん,-0.58736375,n
609,今回の旅の最後の食べ物🍦恵比寿にもBlue Seal(blueseal_icecream )の店がありますが、毎回閉店の時にしか前を通ることは無くて。やっと食べました😊偶然ですが、石垣島空港のフローリングとちょうど写真を撮った時に後ろにいた方の洋服の色合い🧡❤️💛も良い😊レッスンやイベント詳細とお申し込みは👇かプロフィールリンクよりhttps://linktr.ee/keyif#ケイフの時間#トルコ　#トルコ料理#中東料理#トルコ語#おうちごはん#地中海料理　#オンラインレッスン#料理教室#オンライン料理教室#おうちご飯#世界三大料理#トルコ家庭料理#イスタンブール#旅行気分#チャイ#ハラール#ハラールフード#トルココーヒー#トルコ紅茶#紅茶#海外#世界の料理,-0.5870799189189189,n
959,紅茶(葉)をお渡しする際には①おすすめの茶葉の量②お湯の量③蒸らし時間を記載(お伝え)していますが、必ずしもその通りに淹れる必要は勿論ありません。ご自身のお好みの味に、又は何と一緒にどんなシーンで飲みたいのかによって変わってきます。ただ、そんなこと言われても同じ茶葉ばかり飲んでいるわけではありませんからやはり目安になるものは必要ですね。そんな時はどうぞご相談ください。お菓子やパンは勿論、のり弁当に合わせたいとか、おいなりさんと一緒に等😊そんな時のアドバイスをするのが私の喜びですから。ティースプーン#お茶からはじまる愉しい時間#紅茶とフードのペアリング#紅茶の淹れ方#リラックス#癒し#ティータイム#紅茶#紅茶のワークショップ,-0.5836012777777778,n
1182,米粉のチョコちぎりパンとルフナ628ルフナCTCヒンガルゴダ茶園MITSUTEA mitsuteaオススメはチャイ・ミルクティー茶葉9g沸騰したてのお湯320cc蒸らし時間3分黒糖ともさつまいもとも言えるような甘さのある濃厚な紅茶ルフナのミルクティー♡[フライパンで作る米粉のチョコちぎりパン」🍫純ココアパウダーにカカオ72%のチョコレートを刻んで入れてるのでビタースイートな仕上がり。もっちり食べ応えありです。濃厚クリーミーなルフナと相性抜群❤️funwari_1207 さんレシピエアコン無しの室温20分で上手く発酵してくれるのでこの夏は数えきれないくらい焼いてます。夫は朝ごはんは絶対パン、コーヒー、野菜ジュース、牛乳、ヨーグルトの人。オートミールとかシリアルは絶対食べない。家では朝からご飯🍚味噌汁も食べない。「明日の朝のパンが無い💦」と気づいた昨夜10時！そんなに頑張らなくても焼けちゃう😅#紅茶　#紅茶好き#紅茶タイム#おうちカフェ #ティータイム#ルフナ　#スリランカ#セイロン　#低地栽培#ミツティー　#mitsutea#ミルクティー#濃厚ミルクティー#米粉のパン　#フライパンで焼ける米粉パン#米粉のチョコパン#カカオ72パーセント#グルテンフリー#朝ごぱん#おうちカフェ #おうち時間,-0.5822972216216218,n
974,* ランチのサンドイッチと一緒にパイナップルティー🍍🍍🍍 私は、パイナップル🍍をザクザク切って入れてフルーツティーにアレンジしてみました🩷 見た目から涼しそう😊 飲んでみると爽やかで甘酸っぱい✨柑橘とパイナップルが華やかに香ります～。夏！を感じますね☀️ これからの暑い季節にピッタリ💕 ご馳走さまでした♪ . . #水出し紅茶　#水出しアイスティー　#アーマッドティー #ティーソーダ #AHMADTEA #AHMAD #アイスティー #コールドブリュー #夏のおすすめドリンク #紅茶　#紅茶のある暮らし　#レシピ　#簡単レシピ　#お家時間　#おうちカフェ　#夏にぴったり　#夏休みの過ごし方 #紅茶アレンジ  #アレンジドリンク  #紅茶のある生活  #紅茶好き  #夏ドリンク  #おうちごはん #おうちごはんlover #おうちご飯 #おうちcafe #お家カフェ #お家ご飯 #お家ごはん,-0.581664340625,n
1354,おはようございます♪なんだか涼しげな朝でした☺️でもそんな調子にのってるとまたやられちゃうのかな〜🙄今週はシャインマスカットのタルトマンゴープリンですもしかしてのもしかしてシャインマスカットの状態で明日以降変わるかもしれませんがその時はお知らせしますね♪もうすぐ十五夜なのでお顔クッキーにウサギを入れてみました!!(しかし、この写真は見えない💦)マフィンのご用意もあります今週もよろしくお願いします😊#おやつ屋⠀#焼菓子⠀#クッキー⠀#マフィン⠀#タルト⠀#コーヒー⠀#カフェラテ⠀#紅茶⠀#スイーツ⠀#カフェ⠀#実籾#シャインマスカットのタルト #マンゴープリン,-0.5809101,n
462,あの暑さはどこへ…・暑さも・かき氷🍧も・楽しかった思い出も・来年までさようなら・・・#いつかの#かき氷#白玉#ソフトクリーム#餡子#宇治#宇治金時#冷たい#欲張り#🍧#頭#キーン#夏#夏の思い出#暑い日#もう#一つは#桃#紅茶#それにしても#涼しく#なった#🍑#🥄#🍦,-0.577499,n
1251,ピーにゃんとレモンティー🍋#レモン#レモンティー#アイスティー#icedtea #icedlemontea #tea#紅茶#中原めいこ #恋の余韻#ねこ#ぬこ#にゃんこ#ぬこすたぐらむ #ねこ部#白茶#茶白猫 #cat#cats#catofinstagram #catstagram,-0.5771611111111112,n
1043,#茶　#tea#紅茶  #Darjeeling#クレームカラメル果物添え#昔懐かし硬めのプリン#ステンレスの器#rejiig  #リジーク  #伊勢丹新宿,-0.576019625,n
1525,ミルク香で人気の金萱を阿里山で育てた高山茶阿里山金萱茶。やっと入荷しました!是非お試しくださいませ#凍頂烏龍茶 #四季春茶 #阿里山茶 #日月潭紅茶#阿里山金萱　#大兎嶺　#華崗茶#台湾茶 #中国茶 #茶 #烏龍茶 #青茶 #紅茶 #tea #taiwantea #oolongtea#台湾 #臺灣 #台湾大好き #台湾好きな人と繋がりたい#宮城県 #亘理町 #好福茶#台湾茶専門店 #茶藝館#ランチ,-0.5729404838709676,n
1721,桃と季節の食材コース🥂🍑 yama.shirokane,-0.5719529999999999,n
172,.●アルパカ茶屋🦙（池袋）もふもふのアルパカさんたちがお出迎えしてくれる、かわいいお店！タピオカミルクティーやフルーツティーが看板のティースタンド。紫芋（ミックス芋）ミルク 600円ルビーグレープフルーツピーチティー 600円久しぶりにタピオカ飲みましたが、やっぱりおいしいの☺️🧋しかも大好きな紫芋💜甘さ/氷の量を選べて、両方少なめに。フルーツティーの方は果物がごろっと入っていてサッパリ飲めて最高！この日は暑かったのでピッタリでした🫠この近くにケバブ屋さんもあったので食べ歩きもできて楽しかったー🥙🌟【住所】東京都豊島区池袋2-23-1 中西ビル 1F【営業時間】11:30-23:00（休業日は直接お問い合わせしたほうがいいかもです💦）PR alpacachaya#アルパカ茶屋 #池袋スイーツ #池袋タピオカ #池袋カフェ #池袋テイクアウト #池袋食べ歩き #池袋デザート #タピオカ #タピオカミルクティー #紅茶専門店 #紅茶 #フルーツティー,-0.5704481142857143,n
1016,⁡⁡.⁡⁡私が大事にしている 焼き色とツヤ 𓊯⁡⁡v ä g e n  t i l l  h a v e t . のお菓子に責任とプライドを持って焼いています。⁡⁡𓈒𓈒𓈒𓈒⁡誠に申し訳ありませんが、お菓子のレシピ・作り方、器具や備品・包材関係などのご質問にはお答えできませんのでご遠慮ください🙇🏻‍♀⁡⁡⁡⁡#vagentillhavet #vagentillhavet焼き菓子#ヴェーゲンティルハーベット#焼菓子#焼き菓子#海への道#焼き菓子詰め合わせ#焼き菓子地方発送#レモンケーキ#レモン#タルト#ガレットブルトンヌ#フロランタン#カフェ#ケーキ#クッキー#cake#cafe#coffee#コーヒー#紅茶#tea#ティータイム#patissiere#patisserie#パティシエ#instasweets#焼き菓子のある暮らし#淡路島#淡路島焼き菓子,-0.56919179375,n
747,𖤣𖥧𖥣𖡡𖥧𖤣⁡秋、来ましたかね？来ましたよね？⁡やっとやっとの秋が来たー🍂のレジーナ地方🦌⁡暑い暑い夏でした…⁡地球🌏の悲鳴が聞こえるようで怖い夏でした。⁡ようやく、あたたかい紅茶の恋しい季節 ☕️⁡⁡この時期の万両は緑が鮮やかで⁡実もツヤツヤしてて、とてもかわいい。⁡⁡今日も夕方5時まで営業してます。⁡おいしい紅茶いかがですか ☕️🫖⁡おいしい焼き菓子あります。⁡#万両#キャラメルティー　#焦がしキャラメル#紅茶　#紅茶専門店　#焼き菓子#紅茶工房レジーナ　#紅茶工房Legina,-0.5687164814814815,n
136,こんにちは🌞当店では、氷と機械にこだわっているため氷が薄く立つんですよ〜！！フワフワで頭が痛くなりにくいかき氷です🍧ぜひお召し上がりください🤍ෆ‪┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈ෆ‪〒464-0075千種区内山3丁目31-22第37プロスパービル2階今池駅11番出口から徒歩3分営業時間 8:00~19:00 l.o18:30定休日 毎週月曜日電話番号 052-734-3035ෆ‪┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈ෆ‪#silent #cafe #今池カフェ #silentcafe #オーガニックコーヒー #ベトナムコーヒー #ダラットコーヒー #今池ランチ #聴力障がい者 #手話 #カフェ #silentcafeR #手話カフェ #千種カフェ #千種ランチ #モーニング #モーニングセット #千種モーニング #純氷 #かき氷 #美里氷室 #夏バテ防止 #夏スイーツ #カウンター席 #雨の日スポット #メロンソーダ #紅茶 #レモンスカッシュ,-0.5681272926829272,n
983,**ひび割れちゃん:*「ワスレナグサちゃん、追加の粉をありがとう！でも、全然足りないなぁ。。」**ワスレナグサちゃん:*「私、頭にまだまだ乗せられるよ！頑張って持ってくるね！」**続)*******#人形　#粘土  #doll  #dollstagram #アートドール　#ハンドメイド　 #artdoll #創作人形　#miniature  #ドールのドール  #dollhouse #originaldoll  #樹脂　#レジン　#dolls #紅茶#撮影小物  #minne #レジン作品 #ミニチュア #ミニチュアフード　#フェイクスイーツ #アートドールビュッフェ #ぬいぐるみ　2023/09/07,-0.5670219222222221,n
575,"【9月のちくちくの会のご案内】9月14日（木）10:00〜13:00ごろ参加人数　5名《内容》①お手持ちの布に刺繍の柄を！3,000円（お菓子付き、紅茶代別）2023年は二十四節気を刺繍で彩る12ヶ月。9月の図案は『栗』『菊』『彼岸花』✴︎お好きな布に柄として。✴︎小さなポーチのワンポイントに。※小さな簡単ポーチの作り方知りたい方はお声がけください。②ダーニングでお直し！2,000円（お菓子付き、紅茶代別）大切なお洋服をダーニングを用いて可愛く素敵にお直ししませんか？お直ししたいお洋服やアイテムお待ちください！持ち物・刺繍を施したい布以下お持ちでしたら・糸切りバサミ・ピンクッション・刺繍用の針必要な道具はこちらでご用意します。必要な糸もこちらでご用意致しますのでお気軽にご参加いただけます✨美味しいお菓子と紅茶をいただきながら、ゆるりと日常と違う時間を過ごしませんか？？ご予約の際はどちらのコースを希望かお伝えいただけますと幸いです。また、ランチご希望の方はお声がけください。#紅茶 #茶 #tea #紅茶教室 #紅茶のある暮らし #お茶のある暮らし #暮らしの中にお茶の時間を #お茶の時間 #teatime #tealife #teaplacemahola #ちくちくの会 #ダーニング #刺繍",-0.5659068461538462,n
1747,雨が多い今年ですが晴れ間を見計らって秋の肥料やってます。草刈りが追いついておりませんが、、色々と作業が渋滞しておりますww今週末の審査大会の練習もしなければww#四国#徳島#三好市#にし阿波#大歩危#祖谷#曲風園#kyokufuen#茶#tea#茶畑#日本茶#japanesetea#紅茶#和紅茶#無農薬#無農薬栽培#農業#茶農家#農作業#自然#大自然#風景,-0.5650601107142856,n
1827,"..コーヒーTIME☕⭐️バッハブレンド(cafebach1968 )⭐️マグカップ(starbucksreserve_tokyo )⭐️黒蜜きな粉団子この団子は愛方ちゃん曰く、絶対にこれは相方さんが大好きなやつ‼️と、太鼓判を押したもの。少し濃いめに淹れたコーヒー。苦さより黒蜜がさらに引き立つ後口に。お供を変えることで、何度も飲んでるコーヒーから色々な発見👀✨またお気に入りのお豆を探したくなってます😁*******************************Aikata-chan says that this dango is This is definitely my partner’s favorite‼️ ️ And Something that is highly acclaimed. Coffee brewed a little stronger. The aftertaste brings out the black honey more than the bitterness. By changing the companion, Various discoveries from the coffee I drink many times 👀✨ I want to find my favorite beans again 😁#カフェバッハ#スターバックス#黒蜜#きな粉#団子#お気に入り",-0.5640475714285714,n
